Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DynSec.API\DynSec.API.csproj,File,DynSec.API\Program.cs,44,12,T:Microsoft.Extensions.DependencyInjection.OpenIdConnectExtensions,,,,,"builder.Services.AddAuthentication(options =>              {                  options.DefaultScheme = CookieAuthenticationDefaults.AuthenticationScheme;                  options.DefaultChallengeScheme = OpenIdConnectDefaults.AuthenticationScheme;              })              .AddCookie()              .AddOpenIdConnect(options =>              {                  var oidcConfig = builder.Configuration.GetSection(""OpenIDConnectSettings"");                    options.Authority = oidcConfig[""Authority""];                  options.ClientId = oidcConfig[""ClientId""];                  options.ClientSecret = oidcConfig[""ClientSecret""];                    options.SignInScheme = CookieAuthenticationDefaults.AuthenticationScheme;                  options.SignOutScheme = CookieAuthenticationDefaults.AuthenticationScheme;                    options.ResponseType = OpenIdConnectResponseType.Code;                  options.ResponseMode = OpenIdConnectResponseMode.Query;                  options.UsePkce = true;                    options.SaveTokens = true;                  options.GetClaimsFromUserInfoEndpoint = true;                    options.MapInboundClaims = false;                  options.TokenValidationParameters.NameClaimType = JwtRegisteredClaimNames.Name;                  options.TokenValidationParameters.RoleClaimType = ""roles"";                });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DynSec.API\DynSec.API.csproj,File,DynSec.API\Program.cs,44,12,"M:Microsoft.Extensions.DependencyInjection.OpenIdConnectExtensions.AddOpenIdConnect(Microsoft.AspNetCore.Authentication.AuthenticationBuilder,System.Action{Microsoft.AspNetCore.Authentication.OpenIdConnect.OpenIdConnectOptions})",,,,,"builder.Services.AddAuthentication(options =>              {                  options.DefaultScheme = CookieAuthenticationDefaults.AuthenticationScheme;                  options.DefaultChallengeScheme = OpenIdConnectDefaults.AuthenticationScheme;              })              .AddCookie()              .AddOpenIdConnect(options =>              {                  var oidcConfig = builder.Configuration.GetSection(""OpenIDConnectSettings"");                    options.Authority = oidcConfig[""Authority""];                  options.ClientId = oidcConfig[""ClientId""];                  options.ClientSecret = oidcConfig[""ClientSecret""];                    options.SignInScheme = CookieAuthenticationDefaults.AuthenticationScheme;                  options.SignOutScheme = CookieAuthenticationDefaults.AuthenticationScheme;                    options.ResponseType = OpenIdConnectResponseType.Code;                  options.ResponseMode = OpenIdConnectResponseMode.Query;                  options.UsePkce = true;                    options.SaveTokens = true;                  options.GetClaimsFromUserInfoEndpoint = true;                    options.MapInboundClaims = false;                  options.TokenValidationParameters.NameClaimType = JwtRegisteredClaimNames.Name;                  options.TokenValidationParameters.RoleClaimType = ""roles"";                });"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DynSec.Aspire\DynSec.Aspire.csproj,File,DynSec.Aspire\DynSec.Aspire.csproj,,,Aspire.Hosting.AppHost 9.3.0,,,,,"Aspire.Hosting.AppHost, 9.3.0  Recommendation:  Remove Aspire.Hosting.AppHost, and replace with new package Aspire.Hosting.AppHost 13.4.0"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DynSec.Aspire\DynSec.Aspire.csproj,File,DynSec.Aspire\DynSec.Aspire.csproj,,,Aspire.Hosting.NodeJs 9.3.0,,,,,"Aspire.Hosting.NodeJs, 9.3.0  Recommendation:  Remove Aspire.Hosting.NodeJs, and replace with new package Aspire.Hosting.NodeJs 9.5.2"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DynSec.Aspire\DynSec.Aspire.csproj,File,DynSec.Aspire\DynSec.Aspire.csproj,,,Aspire.Hosting.AppHost 9.3.0,,,,,"Aspire.Hosting.AppHost, 9.3.0  Recommendation:  This version is out of support and is no longer maintained. Please upgrade to the latest version. See our support policy for details: https://aka.ms/dotnet/aspire/support Remove Aspire.Hosting.AppHost, and replace with new package Aspire.Hosting.AppHost, 13.4.0"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DynSec.Aspire\DynSec.Aspire.csproj,File,DynSec.Aspire\DynSec.Aspire.csproj,,,Aspire.Hosting.NodeJs 9.3.0,,,,,"Aspire.Hosting.NodeJs, 9.3.0  Recommendation:  This package has been renamed to Aspire.Hosting.JavaScript going forward. Remove Aspire.Hosting.NodeJs, and replace with new package Aspire.Hosting.NodeJs, 9.5.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,DynSec.Aspire\DynSec.Aspire.csproj,File,DynSec.Aspire\DynSec.Aspire.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DynSec.Aspire.ServiceDefaults\DynSec.Aspire.ServiceDefaults.csproj,File,DynSec.Aspire.ServiceDefaults\DynSec.Aspire.ServiceDefaults.csproj,,,Microsoft.Extensions.Http.Resilience 9.5.0,,,,,"Microsoft.Extensions.Http.Resilience, 9.5.0  Recommendation:  Remove Microsoft.Extensions.Http.Resilience, and replace with new package Microsoft.Extensions.Http.Resilience 10.6.0"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DynSec.Aspire.ServiceDefaults\DynSec.Aspire.ServiceDefaults.csproj,File,DynSec.Aspire.ServiceDefaults\DynSec.Aspire.ServiceDefaults.csproj,,,Microsoft.Extensions.ServiceDiscovery 9.3.0,,,,,"Microsoft.Extensions.ServiceDiscovery, 9.3.0  Recommendation:  Remove Microsoft.Extensions.ServiceDiscovery, and replace with new package Microsoft.Extensions.ServiceDiscovery 10.6.0"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DynSec.Aspire.ServiceDefaults\DynSec.Aspire.ServiceDefaults.csproj,File,DynSec.Aspire.ServiceDefaults\DynSec.Aspire.ServiceDefaults.csproj,,,OpenTelemetry.Instrumentation.AspNetCore 1.12.0,,,,,"OpenTelemetry.Instrumentation.AspNetCore, 1.12.0  Recommendation:  Remove OpenTelemetry.Instrumentation.AspNetCore, and replace with new package OpenTelemetry.Instrumentation.AspNetCore 1.15.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DynSec.Aspire.ServiceDefaults\DynSec.Aspire.ServiceDefaults.csproj,File,DynSec.Aspire.ServiceDefaults\DynSec.Aspire.ServiceDefaults.csproj,,,OpenTelemetry.Instrumentation.Http 1.12.0,,,,,"OpenTelemetry.Instrumentation.Http, 1.12.0  Recommendation:  Remove OpenTelemetry.Instrumentation.Http, and replace with new package OpenTelemetry.Instrumentation.Http 1.15.1"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,DynSec.Aspire.ServiceDefaults\DynSec.Aspire.ServiceDefaults.csproj,File,DynSec.Aspire.ServiceDefaults\DynSec.Aspire.ServiceDefaults.csproj,,,OpenTelemetry.Exporter.OpenTelemetryProtocol 1.12.0,,,,,"OpenTelemetry.Exporter.OpenTelemetryProtocol, 1.12.0  Recommendation:  OpenTelemetry.Exporter.OpenTelemetryProtocol, 1.15.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,DynSec.Aspire.ServiceDefaults\DynSec.Aspire.ServiceDefaults.csproj,File,DynSec.Aspire.ServiceDefaults\DynSec.Aspire.ServiceDefaults.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,DynSec.GraphQL\DynSec.GraphQL.csproj,File,DynSec.GraphQL\DynSec.GraphQL.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,DynSec.Model\DynSec.Model.csproj,File,DynSec.Model\DynSec.Model.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,DynSec.MQTT\DynSec.MQTT.csproj,File,DynSec.MQTT\DynSec.MQTT.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DynSec.Protocol\DynSec.Protocol.csproj,File,DynSec.Protocol\DynSec.Protocol.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.5,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.5  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.8"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DynSec.Protocol\DynSec.Protocol.csproj,File,DynSec.Protocol\DynSec.Protocol.csproj,,,Microsoft.Extensions.Logging.Abstractions 9.0.5,,,,,"Microsoft.Extensions.Logging.Abstractions, 9.0.5  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.8"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,DynSec.Protocol\DynSec.Protocol.csproj,File,DynSec.Protocol\DynSec.Protocol.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DynSec.Protocol\DynSec.Protocol.csproj,File,DynSec.Protocol\DynamicSecurityRpc.cs,85,12,M:System.TimeSpan.FromSeconds(System.Int64),,,,,TimeSpan _timeout = TimeSpan.FromSeconds(10);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DynSec.Protocol\DynSec.Protocol.csproj,File,DynSec.Protocol\DynamicSecurityRpc.cs,45,12,M:System.TimeSpan.FromSeconds(System.Int64),,,,,disconnectTimer = new Timer(TimeSpan.FromSeconds(60));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DynSec.Protocol\DynSec.Protocol.csproj,File,DynSec.Protocol\DynamicSecurityRpc.cs,45,12,M:System.TimeSpan.FromSeconds(System.Int64),,,,,disconnectTimer = new Timer(TimeSpan.FromSeconds(60));
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,DynSec.Web\DynSec.Web.esproj,File,DynSec.Web\DynSec.Web.esproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
